"","date","state","diff"
"1690",2020-03-17,"KS",7
"1691",2020-03-18,"KS",4
"1692",2020-03-19,"KS",13
"1693",2020-03-20,"KS",13
"1694",2020-03-21,"KS",9
"1695",2020-03-22,"KS",8
"1696",2020-03-23,"KS",19
"1697",2020-03-24,"KS",16
"1698",2020-03-25,"KS",34
"1699",2020-03-26,"KS",38
"1700",2020-03-27,"KS",34
"1701",2020-03-28,"KS",60
"1702",2020-03-29,"KS",64
"1703",2020-03-30,"KS",42
"1704",2020-03-31,"KS",62
"1705",2020-04-01,"KS",51
"1706",2020-04-02,"KS",68
"1707",2020-04-03,"KS",76
"1708",2020-04-04,"KS",69
"1709",2020-04-05,"KS",53
"1710",2020-04-06,"KS",98
"1711",2020-04-07,"KS",63
"1712",2020-04-08,"KS",134
"1713",2020-04-09,"KS",70
"1714",2020-04-10,"KS",1
"1715",2020-04-11,"KS",158
"1716",2020-04-12,"KS",69
"1717",2020-04-13,"KS",46
"1718",2020-04-14,"KS",51
"1719",2020-04-15,"KS",63
"1720",2020-04-16,"KS",111
"1721",2020-04-17,"KS",115
"1722",2020-04-18,"KS",91
"1723",2020-04-19,"KS",84
"1724",2020-04-20,"KS",143
"1725",2020-04-21,"KS",116
"1726",2020-04-22,"KS",167
"1727",2020-04-23,"KS",390
"1728",2020-04-24,"KS",238
"1729",2020-04-25,"KS",176
"1730",2020-04-26,"KS",142
"1731",2020-04-27,"KS",196
"1732",2020-04-28,"KS",179
"1733",2020-04-29,"KS",187
"1734",2020-04-30,"KS",574
"1735",2020-05-01,"KS",221
"1736",2020-05-02,"KS",251
"1737",2020-05-03,"KS",271
"1738",2020-05-04,"KS",227
"1739",2020-05-05,"KS",265
"1740",2020-05-06,"KS",345
"1741",2020-05-07,"KS",339
"1742",2020-05-08,"KS",335
"1743",2020-05-09,"KS",162
"1744",2020-05-10,"KS",122
"1745",2020-01-23,"KY",0
"1746",2020-01-24,"KY",0
"1747",2020-01-25,"KY",0
"1748",2020-01-26,"KY",0
"1749",2020-01-27,"KY",0
"1750",2020-01-28,"KY",0
"1751",2020-01-29,"KY",0
"1752",2020-01-30,"KY",0
"1753",2020-01-31,"KY",0
"1754",2020-02-01,"KY",0
"1755",2020-02-02,"KY",0
"1756",2020-02-03,"KY",0
"1757",2020-02-04,"KY",0
"1758",2020-02-05,"KY",0
"1759",2020-02-06,"KY",0
"1760",2020-02-07,"KY",0
"1761",2020-02-08,"KY",0
"1762",2020-02-09,"KY",0
"1763",2020-02-10,"KY",0
"1764",2020-02-11,"KY",0
"1765",2020-02-12,"KY",0
"1766",2020-02-13,"KY",0
"1767",2020-02-14,"KY",0
"1768",2020-02-15,"KY",0
"1769",2020-02-16,"KY",0
"1770",2020-02-17,"KY",0
"1771",2020-02-18,"KY",0
"1772",2020-02-19,"KY",0
"1773",2020-02-20,"KY",0
"1774",2020-02-21,"KY",0
"1775",2020-02-22,"KY",0
"1776",2020-02-23,"KY",0
"1777",2020-02-24,"KY",0
"1778",2020-02-25,"KY",0
"1779",2020-02-26,"KY",0
"1780",2020-02-27,"KY",0
"1781",2020-02-28,"KY",0
"1782",2020-02-29,"KY",0
"1783",2020-03-01,"KY",0
"1784",2020-03-02,"KY",0
"1785",2020-03-03,"KY",0
"1786",2020-03-04,"KY",0
"1787",2020-03-05,"KY",0
"1788",2020-03-06,"KY",1
"1789",2020-03-07,"KY",0
"1790",2020-03-08,"KY",0
"1791",2020-03-09,"KY",3
"1792",2020-03-10,"KY",1
"1793",2020-03-11,"KY",3
"1794",2020-03-12,"KY",2
"1795",2020-03-13,"KY",4
"1796",2020-03-14,"KY",2
"1797",2020-03-15,"KY",2
"1798",2020-03-16,"KY",3
"1799",2020-03-17,"KY",5
"1800",2020-03-18,"KY",2
"1801",2020-03-19,"KY",22
"1802",2020-03-20,"KY",14
"1803",2020-03-21,"KY",23
"1804",2020-03-22,"KY",16
"1805",2020-03-23,"KY",20
"1806",2020-03-24,"KY",39
"1807",2020-03-25,"KY",35
"1808",2020-03-26,"KY",50
"1809",2020-03-27,"KY",54
"1810",2020-03-28,"KY",79
"1811",2020-03-29,"KY",58
"1812",2020-03-30,"KY",41
"1813",2020-03-31,"KY",149
"1814",2020-04-01,"KY",4
"1815",2020-04-02,"KY",138
"1816",2020-04-03,"KY",0
"1817",2020-04-04,"KY",147
"1818",2020-04-05,"KY",38
"1819",2020-04-06,"KY",0
"1820",2020-04-07,"KY",194
"1821",2020-04-08,"KY",0
"1822",2020-04-09,"KY",192
"1823",2020-04-10,"KY",352
"1824",2020-04-11,"KY",0
"1825",2020-04-12,"KY",270
"1826",2020-04-13,"KY",55
"1827",2020-04-14,"KY",30
"1828",2020-04-15,"KY",162
"1829",2020-04-16,"KY",225
"1830",2020-04-17,"KY",87
"1831",2020-04-18,"KY",185
"1832",2020-04-19,"KY",253
"1833",2020-04-20,"KY",90
"1834",2020-04-21,"KY",154
"1835",2020-04-22,"KY",174
"1836",2020-04-23,"KY",101
"1837",2020-04-24,"KY",300
"1838",2020-04-25,"KY",136
"1839",2020-04-26,"KY",170
"1840",2020-04-27,"KY",71
"1841",2020-04-28,"KY",219
"1842",2020-04-29,"KY",162
"1843",2020-04-30,"KY",171
"1844",2020-05-01,"KY",174
"1845",2020-05-02,"KY",-3
"1846",2020-05-03,"KY",251
"1847",2020-05-04,"KY",115
"1848",2020-05-05,"KY",577
"1849",2020-05-06,"KY",112
"1850",2020-05-07,"KY",195
"1851",2020-05-08,"KY",159
"1852",2020-05-09,"KY",152
"1853",2020-05-10,"KY",0
"1854",2020-01-23,"LA",0
"1855",2020-01-24,"LA",0
"1856",2020-01-25,"LA",0
"1857",2020-01-26,"LA",0
"1858",2020-01-27,"LA",0
"1859",2020-01-28,"LA",0
"1860",2020-01-29,"LA",0
"1861",2020-01-30,"LA",0
"1862",2020-01-31,"LA",0
"1863",2020-02-01,"LA",0
"1864",2020-02-02,"LA",0
"1865",2020-02-03,"LA",0
"1866",2020-02-04,"LA",0
"1867",2020-02-05,"LA",0
"1868",2020-02-06,"LA",0
"1869",2020-02-07,"LA",0
"1870",2020-02-08,"LA",0
"1871",2020-02-09,"LA",0
"1872",2020-02-10,"LA",0
"1873",2020-02-11,"LA",0
"1874",2020-02-12,"LA",0
"1875",2020-02-13,"LA",0
"1876",2020-02-14,"LA",0
"1877",2020-02-15,"LA",0
"1878",2020-02-16,"LA",0
"1879",2020-02-17,"LA",0
"1880",2020-02-18,"LA",0
"1881",2020-02-19,"LA",0
"1882",2020-02-20,"LA",0
"1883",2020-02-21,"LA",0
"1884",2020-02-22,"LA",0
"1885",2020-02-23,"LA",0
"1886",2020-02-24,"LA",0
"1887",2020-02-25,"LA",0
"1888",2020-02-26,"LA",0
"1889",2020-02-27,"LA",0
"1890",2020-02-28,"LA",0
"1891",2020-02-29,"LA",0
"1892",2020-03-01,"LA",0
"1893",2020-03-02,"LA",0
"1894",2020-03-03,"LA",0
"1895",2020-03-04,"LA",0
"1896",2020-03-05,"LA",0
"1897",2020-03-06,"LA",0
"1898",2020-03-07,"LA",0
"1899",2020-03-08,"LA",0
"1900",2020-03-09,"LA",0
"1901",2020-03-10,"LA",0
"1902",2020-03-11,"LA",5
"1903",2020-03-12,"LA",14
"1904",2020-03-13,"LA",10
"1905",2020-03-14,"LA",48
"1906",2020-03-15,"LA",10
"1907",2020-03-16,"LA",28
"1908",2020-03-17,"LA",81
"1909",2020-03-18,"LA",61
"1910",2020-03-19,"LA",135
"1911",2020-03-20,"LA",145
"1912",2020-03-21,"LA",226
"1913",2020-03-22,"LA",74
"1914",2020-03-23,"LA",335
"1915",2020-03-24,"LA",216
"1916",2020-03-25,"LA",407
"1917",2020-03-26,"LA",509
"1918",2020-03-27,"LA",440
"1919",2020-03-28,"LA",571
"1920",2020-03-29,"LA",225
"1921",2020-03-30,"LA",485
"1922",2020-03-31,"LA",1212
"1923",2020-04-01,"LA",1187
"1924",2020-04-02,"LA",2725
"1925",2020-04-03,"LA",1148
"1926",2020-04-04,"LA",2199
"1927",2020-04-05,"LA",514
"1928",2020-04-06,"LA",1857
"1929",2020-04-07,"LA",1417
"1930",2020-04-08,"LA",746
"1931",2020-04-09,"LA",1253
"1932",2020-04-10,"LA",970
"1933",2020-04-11,"LA",761
"1934",2020-04-12,"LA",581
"1935",2020-04-13,"LA",421
"1936",2020-04-14,"LA",502
"1937",2020-04-15,"LA",433
"1938",2020-04-16,"LA",581
"1939",2020-04-17,"LA",586
"1940",2020-04-18,"LA",462
"1941",2020-04-19,"LA",348
"1942",2020-04-20,"LA",595
"1943",2020-04-21,"LA",331
"1944",2020-04-22,"LA",404
"1945",2020-04-23,"LA",481
"1946",2020-04-24,"LA",401
"1947",2020-04-25,"LA",372
"1948",2020-04-26,"LA",261
"1949",2020-04-27,"LA",295
"1950",2020-04-28,"LA",218
"1951",2020-04-29,"LA",374
"1952",2020-04-30,"LA",341
"1953",2020-05-01,"LA",710
"1954",2020-05-02,"LA",429
"1955",2020-05-03,"LA",200
"1956",2020-05-04,"LA",333
"1957",2020-05-05,"LA",323
"1958",2020-05-06,"LA",403
"1959",2020-05-07,"LA",253
"1960",2020-05-08,"LA",203
"1961",2020-05-09,"LA",562
"1962",2020-05-10,"LA",183
"1963",2020-01-23,"MA",0
"1964",2020-01-24,"MA",0
"1965",2020-01-25,"MA",0
"1966",2020-01-26,"MA",0
"1967",2020-01-27,"MA",0
"1968",2020-01-28,"MA",0
"1969",2020-01-29,"MA",0
"1970",2020-01-30,"MA",0
"1971",2020-01-31,"MA",0
"1972",2020-02-01,"MA",1
"1973",2020-02-02,"MA",0
"1974",2020-02-03,"MA",0
"1975",2020-02-04,"MA",0
"1976",2020-02-05,"MA",0
"1977",2020-02-06,"MA",0
"1978",2020-02-07,"MA",0
"1979",2020-02-08,"MA",0
"1980",2020-02-09,"MA",0
"1981",2020-02-10,"MA",0
"1982",2020-02-11,"MA",0
"1983",2020-02-12,"MA",0
"1984",2020-02-13,"MA",0
"1985",2020-02-14,"MA",0
"1986",2020-02-15,"MA",0
"1987",2020-02-16,"MA",0
"1988",2020-02-17,"MA",0
"1989",2020-02-18,"MA",0
"1990",2020-02-19,"MA",0
"1991",2020-02-20,"MA",0
"1992",2020-02-21,"MA",0
"1993",2020-02-22,"MA",0
"1994",2020-02-23,"MA",0
"1995",2020-02-24,"MA",0
"1996",2020-02-25,"MA",0
"1997",2020-02-26,"MA",0
"1998",2020-02-27,"MA",0
"1999",2020-02-28,"MA",0
"2000",2020-02-29,"MA",0
"2001",2020-03-01,"MA",0
"2002",2020-03-02,"MA",0
"2003",2020-03-03,"MA",1
"2004",2020-03-04,"MA",0
"2005",2020-03-05,"MA",0
"2006",2020-03-06,"MA",4
"2007",2020-03-07,"MA",0
"2008",2020-03-08,"MA",16
"2009",2020-03-09,"MA",0
"2010",2020-03-10,"MA",19
"2011",2020-03-11,"MA",51
"2012",2020-03-12,"MA",15
"2013",2020-03-13,"MA",16
"2014",2020-03-14,"MA",15
"2015",2020-03-15,"MA",0
"2016",2020-03-16,"MA",49
"2017",2020-03-17,"MA",30
"2018",2020-03-18,"MA",35
"2019",2020-03-19,"MA",76
"2020",2020-03-20,"MA",85
"2021",2020-03-21,"MA",110
"2022",2020-03-22,"MA",117
"2023",2020-03-23,"MA",137
"2024",2020-03-24,"MA",382
"2025",2020-03-25,"MA",679
"2026",2020-03-26,"MA",579
"2027",2020-03-27,"MA",823
"2028",2020-03-28,"MA",1017
"2029",2020-03-29,"MA",698
"2030",2020-03-30,"MA",797
"2031",2020-03-31,"MA",868
"2032",2020-04-01,"MA",1118
"2033",2020-04-02,"MA",1228
"2034",2020-04-03,"MA",1436
"2035",2020-04-04,"MA",1334
"2036",2020-04-05,"MA",764
"2037",2020-04-06,"MA",1337
"2038",2020-04-07,"MA",1365
"2039",2020-04-08,"MA",1588
"2040",2020-04-09,"MA",2151
"2041",2020-04-10,"MA",2033
"2042",2020-04-11,"MA",1886
"2043",2020-04-12,"MA",2615
"2044",2020-04-13,"MA",1392
"2045",2020-04-14,"MA",1297
"2046",2020-04-15,"MA",1754
"2047",2020-04-16,"MA",2263
"2048",2020-04-17,"MA",2221
"2049",2020-04-18,"MA",1970
"2050",2020-04-19,"MA",1705
"2051",2020-04-20,"MA",0
"2052",2020-04-21,"MA",3122
"2053",2020-04-22,"MA",1745
"2054",2020-04-23,"MA",3079
"2055",2020-04-24,"MA",4946
"2056",2020-04-25,"MA",2379
"2057",2020-04-26,"MA",1590
"2058",2020-04-27,"MA",1524
"2059",2020-04-28,"MA",1840
"2060",2020-04-29,"MA",1963
"2061",2020-04-30,"MA",1940
"2062",2020-05-01,"MA",2106
"2063",2020-05-02,"MA",1952
"2064",2020-05-03,"MA",1824
"2065",2020-05-04,"MA",1000
"2066",2020-05-05,"MA",1184
"2067",2020-05-06,"MA",1754
"2068",2020-05-07,"MA",1696
"2069",2020-05-08,"MA",1612
"2070",2020-05-09,"MA",1410
"2071",2020-05-10,"MA",1050
"2072",2020-01-23,"MD",0
"2073",2020-01-24,"MD",0
"2074",2020-01-25,"MD",0
"2075",2020-01-26,"MD",0
"2076",2020-01-27,"MD",0
"2077",2020-01-28,"MD",0
"2078",2020-01-29,"MD",0
"2079",2020-01-30,"MD",0
"2080",2020-01-31,"MD",0
"2081",2020-02-01,"MD",0
"2082",2020-02-02,"MD",0
"2083",2020-02-03,"MD",0
"2084",2020-02-04,"MD",0
"2085",2020-02-05,"MD",0
"2086",2020-02-06,"MD",0
"2087",2020-02-07,"MD",0
"2088",2020-02-08,"MD",0
"2089",2020-02-09,"MD",0
"2090",2020-02-10,"MD",0
"2091",2020-02-11,"MD",0
"2092",2020-02-12,"MD",0
"2093",2020-02-13,"MD",0
"2094",2020-02-14,"MD",0
"2095",2020-02-15,"MD",0
"2096",2020-02-16,"MD",0
"2097",2020-02-17,"MD",0
"2098",2020-02-18,"MD",0
"2099",2020-02-19,"MD",0
"2100",2020-02-20,"MD",0
"2101",2020-02-21,"MD",0
"2102",2020-02-22,"MD",0
"2103",2020-02-23,"MD",0
"2104",2020-02-24,"MD",0
"2105",2020-02-25,"MD",0
"2106",2020-02-26,"MD",0
"2107",2020-02-27,"MD",0
"2108",2020-02-28,"MD",0
"2109",2020-02-29,"MD",0
"2110",2020-03-01,"MD",0
"2111",2020-03-02,"MD",0
"2112",2020-03-03,"MD",0
"2113",2020-03-04,"MD",0
"2114",2020-03-05,"MD",0
"2115",2020-03-06,"MD",3
"2116",2020-03-07,"MD",0
"2117",2020-03-08,"MD",2
"2118",2020-03-09,"MD",0
"2119",2020-03-10,"MD",3
"2120",2020-03-11,"MD",1
"2121",2020-03-12,"MD",3
"2122",2020-03-13,"MD",6
"2123",2020-03-14,"MD",9
"2124",2020-03-15,"MD",-3
"2125",2020-03-16,"MD",18
"2126",2020-03-17,"MD",18
"2127",2020-03-18,"MD",25
"2128",2020-03-19,"MD",22
"2129",2020-03-20,"MD",42
"2130",2020-03-21,"MD",44
"2131",2020-03-22,"MD",51
"2132",2020-03-23,"MD",46
"2133",2020-03-24,"MD",59
"2134",2020-03-25,"MD",76
"2135",2020-03-26,"MD",158
"2136",2020-03-27,"MD",192
"2137",2020-03-28,"MD",220
"2138",2020-03-29,"MD",244
"2139",2020-03-30,"MD",174
"2140",2020-03-31,"MD",247
"2141",2020-04-01,"MD",326
"2142",2020-04-02,"MD",345
"2143",2020-04-03,"MD",427
"2144",2020-04-04,"MD",367
"2145",2020-04-05,"MD",492
"2146",2020-04-06,"MD",428
"2147",2020-04-07,"MD",326
"2148",2020-04-08,"MD",1158
"2149",2020-04-09,"MD",656
"2150",2020-04-10,"MD",783
"2151",2020-04-11,"MD",726
"2152",2020-04-12,"MD",531
"2153",2020-04-13,"MD",711
"2154",2020-04-14,"MD",536
"2155",2020-04-15,"MD",560
"2156",2020-04-16,"MD",752
"2157",2020-04-17,"MD",788
"2158",2020-04-18,"MD",754
"2159",2020-04-19,"MD",521
"2160",2020-04-20,"MD",837
"2161",2020-04-21,"MD",509
"2162",2020-04-22,"MD",582
"2163",2020-04-23,"MD",962
"2164",2020-04-24,"MD",879
"2165",2020-04-25,"MD",1150
"2166",2020-04-26,"MD",815
"2167",2020-04-27,"MD",906
"2168",2020-04-28,"MD",626
"2169",2020-04-29,"MD",736
"2170",2020-04-30,"MD",893
"2171",2020-05-01,"MD",1730
"2172",2020-05-02,"MD",1001
"2173",2020-05-03,"MD",989
"2174",2020-05-04,"MD",946
"2175",2020-05-05,"MD",709
"2176",2020-05-06,"MD",1046
"2177",2020-05-07,"MD",1211
"2178",2020-05-08,"MD",1111
"2179",2020-05-09,"MD",1049
"2180",2020-05-10,"MD",1053
"2181",2020-01-23,"ME",0
"2182",2020-01-24,"ME",0
"2183",2020-01-25,"ME",0
"2184",2020-01-26,"ME",0
"2185",2020-01-27,"ME",0
"2186",2020-01-28,"ME",0
"2187",2020-01-29,"ME",0
"2188",2020-01-30,"ME",0
"2189",2020-01-31,"ME",0
"2190",2020-02-01,"ME",0
"2191",2020-02-02,"ME",0
"2192",2020-02-03,"ME",0
"2193",2020-02-04,"ME",0
"2194",2020-02-05,"ME",0
"2195",2020-02-06,"ME",0
"2196",2020-02-07,"ME",0
"2197",2020-02-08,"ME",0
"2198",2020-02-09,"ME",0
"2199",2020-02-10,"ME",0
"2200",2020-02-11,"ME",0
"2201",2020-02-12,"ME",0
"2202",2020-02-13,"ME",0
"2203",2020-02-14,"ME",0
"2204",2020-02-15,"ME",0
"2205",2020-02-16,"ME",0
"2206",2020-02-17,"ME",0
"2207",2020-02-18,"ME",0
"2208",2020-02-19,"ME",0
"2209",2020-02-20,"ME",0
"2210",2020-02-21,"ME",0
"2211",2020-02-22,"ME",0
"2212",2020-02-23,"ME",0
"2213",2020-02-24,"ME",0
"2214",2020-02-25,"ME",0
"2215",2020-02-26,"ME",0
"2216",2020-02-27,"ME",0
"2217",2020-02-28,"ME",0
"2218",2020-02-29,"ME",0
"2219",2020-03-01,"ME",0
"2220",2020-03-02,"ME",0
"2221",2020-03-03,"ME",0
"2222",2020-03-04,"ME",0
"2223",2020-03-05,"ME",0
"2224",2020-03-06,"ME",0
"2225",2020-03-07,"ME",0
"2226",2020-03-08,"ME",0
"2227",2020-03-09,"ME",0
"2228",2020-03-10,"ME",0
"2229",2020-03-11,"ME",0
"2230",2020-03-12,"ME",1
"2231",2020-03-13,"ME",2
"2232",2020-03-14,"ME",0
"2233",2020-03-15,"ME",-1
"2234",2020-03-16,"ME",15
"2235",2020-03-17,"ME",9
"2236",2020-03-18,"ME",9
"2237",2020-03-19,"ME",17
"2238",2020-03-20,"ME",4
"2239",2020-03-21,"ME",14
"2240",2020-03-22,"ME",19
"2241",2020-03-23,"ME",18
"2242",2020-03-24,"ME",11
"2243",2020-03-25,"ME",24
"2244",2020-03-26,"ME",13
"2245",2020-03-27,"ME",13
"2246",2020-03-28,"ME",43
"2247",2020-03-29,"ME",42
"2248",2020-03-30,"ME",22
"2249",2020-03-31,"ME",28
"2250",2020-04-01,"ME",0
"2251",2020-04-02,"ME",73
"2252",2020-04-03,"ME",56
"2253",2020-04-04,"ME",24
"2254",2020-04-05,"ME",14
"2255",2020-04-06,"ME",29
"2256",2020-04-07,"ME",20
"2257",2020-04-08,"ME",18
"2258",2020-04-09,"ME",23
"2259",2020-04-10,"ME",26
"2260",2020-04-11,"ME",30
"2261",2020-04-12,"ME",17
"2262",2020-04-13,"ME",65
"2263",2020-04-14,"ME",37
"2264",2020-04-15,"ME",35
"2265",2020-04-16,"ME",26
"2266",2020-04-17,"ME",31
"2267",2020-04-18,"ME",20
"2268",2020-04-19,"ME",20
"2269",2020-04-20,"ME",8
"2270",2020-04-21,"ME",13
"2271",2020-04-22,"ME",19
"2272",2020-04-23,"ME",30
"2273",2020-04-24,"ME",28
"2274",2020-04-25,"ME",0
"2275",2020-04-26,"ME",50
"2276",2020-04-27,"ME",8
"2277",2020-04-28,"ME",17
"2278",2020-04-29,"ME",16
"2279",2020-04-30,"ME",39
"2280",2020-05-01,"ME",28
"2281",2020-05-02,"ME",30
"2282",2020-05-03,"ME",32
"2283",2020-05-04,"ME",20
"2284",2020-05-05,"ME",21
"2285",2020-05-06,"ME",28
"2286",2020-05-07,"ME",76
"2287",2020-05-08,"ME",44
"2288",2020-05-09,"ME",34
"2289",2020-05-10,"ME",28
"2290",2020-01-23,"MI",0
"2291",2020-01-24,"MI",0
"2292",2020-01-25,"MI",0
"2293",2020-01-26,"MI",0
"2294",2020-01-27,"MI",0
"2295",2020-01-28,"MI",0
"2296",2020-01-29,"MI",0
"2297",2020-01-30,"MI",0
"2298",2020-01-31,"MI",0
"2299",2020-02-01,"MI",0
"2300",2020-02-02,"MI",0
"2301",2020-02-03,"MI",0
"2302",2020-02-04,"MI",0
"2303",2020-02-05,"MI",0
"2304",2020-02-06,"MI",0
"2305",2020-02-07,"MI",0
"2306",2020-02-08,"MI",0
"2307",2020-02-09,"MI",0
"2308",2020-02-10,"MI",0
"2309",2020-02-11,"MI",0
"2310",2020-02-12,"MI",0
"2311",2020-02-13,"MI",0
"2312",2020-02-14,"MI",0
"2313",2020-02-15,"MI",0
"2314",2020-02-16,"MI",0
"2315",2020-02-17,"MI",0
"2316",2020-02-18,"MI",0
"2317",2020-02-19,"MI",0
"2318",2020-02-20,"MI",0
"2319",2020-02-21,"MI",0
"2320",2020-02-22,"MI",0
"2321",2020-02-23,"MI",0
"2322",2020-02-24,"MI",0
"2323",2020-02-25,"MI",0
"2324",2020-02-26,"MI",0
"2325",2020-02-27,"MI",0
"2326",2020-02-28,"MI",0
"2327",2020-02-29,"MI",0
"2328",2020-03-01,"MI",0
"2329",2020-03-02,"MI",0
"2330",2020-03-03,"MI",0
"2331",2020-03-04,"MI",0
"2332",2020-03-05,"MI",0
"2333",2020-03-06,"MI",0
"2334",2020-03-07,"MI",0
"2335",2020-03-08,"MI",0
"2336",2020-03-09,"MI",0
"2337",2020-03-10,"MI",0
"2338",2020-03-11,"MI",2
"2339",2020-03-12,"MI",0
"2340",2020-03-13,"MI",14
"2341",2020-03-14,"MI",9
"2342",2020-03-15,"MI",7
"2343",2020-03-16,"MI",22
"2344",2020-03-17,"MI",9
"2345",2020-03-18,"MI",56
"2346",2020-03-19,"MI",140
"2347",2020-03-20,"MI",143
"2348",2020-03-21,"MI",138
"2349",2020-03-22,"MI",495
"2350",2020-03-23,"MI",294
"2351",2020-03-24,"MI",464
"2352",2020-03-25,"MI",503
"2353",2020-03-26,"MI",549
"2354",2020-03-27,"MI",789
"2355",2020-03-28,"MI",1016
"2356",2020-03-29,"MI",838
"2357",2020-03-30,"MI",1010
"2358",2020-03-31,"MI",1117
"2359",2020-04-01,"MI",1700
"2360",2020-04-02,"MI",1476
"2361",2020-04-03,"MI",1953
"2362",2020-04-04,"MI",1481
"2363",2020-04-05,"MI",1493
"2364",2020-04-06,"MI",1503
"2365",2020-04-07,"MI",1749
"2366",2020-04-08,"MI",1376
"2367",2020-04-09,"MI",1158
"2368",2020-04-10,"MI",930
"2369",2020-04-11,"MI",1171
"2370",2020-04-12,"MI",639
"2371",2020-04-13,"MI",1391
"2372",2020-04-14,"MI",1366
"2373",2020-04-15,"MI",1058
"2374",2020-04-16,"MI",750
"2375",2020-04-17,"MI",1214
"2376",2020-04-18,"MI",768
"2377",2020-04-19,"MI",633
"2378",2020-04-20,"MI",576
"2379",2020-04-21,"MI",667
"2380",2020-04-22,"MI",1299
"2381",2020-04-23,"MI",1330
"2382",2020-04-24,"MI",1370
"2383",2020-04-25,"MI",408
"2384",2020-04-26,"MI",704
"2385",2020-04-27,"MI",432
"2386",2020-04-28,"MI",1052
"2387",2020-04-29,"MI",1137
"2388",2020-04-30,"MI",980
"2389",2020-05-01,"MI",977
"2390",2020-05-02,"MI",851
"2391",2020-05-03,"MI",594
"2392",2020-05-04,"MI",189
"2393",2020-05-05,"MI",461
"2394",2020-05-06,"MI",728
"2395",2020-05-07,"MI",566
"2396",2020-05-08,"MI",641
"2397",2020-05-09,"MI",429
"2398",2020-05-10,"MI",367
"2399",2020-01-23,"MN",0
"2400",2020-01-24,"MN",0
"2401",2020-01-25,"MN",0
"2402",2020-01-26,"MN",0
"2403",2020-01-27,"MN",0
"2404",2020-01-28,"MN",0
"2405",2020-01-29,"MN",0
"2406",2020-01-30,"MN",0
"2407",2020-01-31,"MN",0
"2408",2020-02-01,"MN",0
"2409",2020-02-02,"MN",0
"2410",2020-02-03,"MN",0
"2411",2020-02-04,"MN",0
"2412",2020-02-05,"MN",0
"2413",2020-02-06,"MN",0
"2414",2020-02-07,"MN",0
"2415",2020-02-08,"MN",0
"2416",2020-02-09,"MN",0
"2417",2020-02-10,"MN",0
"2418",2020-02-11,"MN",0
"2419",2020-02-12,"MN",0
"2420",2020-02-13,"MN",0
"2421",2020-02-14,"MN",0
"2422",2020-02-15,"MN",0
"2423",2020-02-16,"MN",0
"2424",2020-02-17,"MN",0
"2425",2020-02-18,"MN",0
"2426",2020-02-19,"MN",0
"2427",2020-02-20,"MN",0
"2428",2020-02-21,"MN",0
"2429",2020-02-22,"MN",0
"2430",2020-02-23,"MN",0
"2431",2020-02-24,"MN",0
"2432",2020-02-25,"MN",0
"2433",2020-02-26,"MN",0
"2434",2020-02-27,"MN",0
"2435",2020-02-28,"MN",0
"2436",2020-02-29,"MN",0
"2437",2020-03-01,"MN",0
"2438",2020-03-02,"MN",0
"2439",2020-03-03,"MN",0
"2440",2020-03-04,"MN",0
"2441",2020-03-05,"MN",0
"2442",2020-03-06,"MN",1
"2443",2020-03-07,"MN",0
"2444",2020-03-08,"MN",0
"2445",2020-03-09,"MN",1
"2446",2020-03-10,"MN",0
"2447",2020-03-11,"MN",3
"2448",2020-03-12,"MN",4
"2449",2020-03-13,"MN",5
"2450",2020-03-14,"MN",7
"2451",2020-03-15,"MN",0
"2452",2020-03-16,"MN",32
"2453",2020-03-17,"MN",6
"2454",2020-03-18,"MN",18
"2455",2020-03-19,"MN",12
"2456",2020-03-20,"MN",24
"2457",2020-03-21,"MN",21
"2458",2020-03-22,"MN",33
"2459",2020-03-23,"MN",67
"2460",2020-03-24,"MN",27
"2461",2020-03-25,"MN",25
"2462",2020-03-26,"MN",58
"2463",2020-03-27,"MN",52
"2464",2020-03-28,"MN",45
"2465",2020-03-29,"MN",62
"2466",2020-03-30,"MN",73
"2467",2020-03-31,"MN",53
"2468",2020-04-01,"MN",60
"2469",2020-04-02,"MN",53
"2470",2020-04-03,"MN",46
"2471",2020-04-04,"MN",77
"2472",2020-04-05,"MN",70
"2473",2020-04-06,"MN",51
"2474",2020-04-07,"MN",83
"2475",2020-04-08,"MN",85
"2476",2020-04-09,"MN",86
"2477",2020-04-10,"MN",96
"2478",2020-04-11,"MN",91
"2479",2020-04-12,"MN",194
"2480",2020-04-13,"MN",0
"2481",2020-04-14,"MN",74
"2482",2020-04-15,"MN",114
"2483",2020-04-16,"MN",0
"2484",2020-04-17,"MN",261
"2485",2020-04-18,"MN",139
"2486",2020-04-19,"MN",147
"2487",2020-04-20,"MN",114
"2488",2020-04-21,"MN",97
"2489",2020-04-22,"MN",155
"2490",2020-04-23,"MN",220
"2491",2020-04-24,"MN",243
"2492",2020-04-25,"MN",261
"2493",2020-04-26,"MN",156
"2494",2020-04-27,"MN",209
"2495",2020-04-28,"MN",370
"2496",2020-04-29,"MN",463
"2497",2020-04-30,"MN",492
"2498",2020-05-01,"MN",594
"2499",2020-05-02,"MN",502
"2500",2020-05-03,"MN",431
"2501",2020-05-04,"MN",571
"2502",2020-05-05,"MN",617
"2503",2020-05-06,"MN",728
"2504",2020-05-07,"MN",786
"2505",2020-05-08,"MN",723
"2506",2020-05-09,"MN",702
"2507",2020-05-10,"MN",481
